Title,Address,Geographic,Industry,Profession
AEDIFICA,AOO.BR,Belgium,Financials,"Asset Management,Debt,Equities,Investment Banking"
BOARDWALK REIT,BEI_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
APARTMENT INVESTMENT AND MANAGEMENT,$AIV,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
EQUITY LIFESTYLE PROPERTIES,$ELS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
EQUITY RESIDENTIAL,$EQR,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
STOCKLAND,SGP.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
ESSEX PROPERTY TRUST,$ESS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
POST PROPERTIES,$PPS,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
BRE PROPERTIES,$BRE,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHARTWELL SENIORS HOUSING REIT,CSH_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
NORTHERN PROPERTY REIT,NPR_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
TRANSGLOBE APARTMENT REIT,TGA_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
HOME PROPERTIES,$HME,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
COMPASS GROUP,CPG.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SODEXO,EXHO.PA,France,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
CAFE DE CORAL ,0341.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SAINT MARC ,3395.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
AMBASSADOR HOTEL,2704.TW,Taiwan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
SAIZERIYA,7581.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
YOSHINOYA ,9861.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
KAPPA CREATE,7421.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
TIM HORTONS,THI.TO,Canada,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
PF CHANGS CHINA BISTRO,$PFCB,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
AUTOGRILL ,AGL.MI,Italy,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
YUM! BRANDS,$YUM,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
MITCHELLS & BUTLERS,MAB.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
CHIPOTLE MEXICAN GRILL,$CMG,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
CRACKER BARREL OLD COUNTRY STORE,$CBRL,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
WATAMI,7522.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
MARSTONS,MARS.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
PLENUS,9945.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
GOURMET MASTER,2723.TW,Taiwan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
TAO HEUNG ,0573.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
DOMINOS PIZZA,$DPZ,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
STARBUCKS,$SBUX,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
LEOFOO DEVELOPMENT,2705.TW,Taiwan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
BOB EVANS FARMS,$BOBE,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
RESTAURANT BRANDS New Zealand,RBD.NZ,New Zealand,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
RESTAURANT GROUP,RTN.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
JACK IN THE BOX,$JACK,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
J D WETHERSPOON,JDW.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
GREENE KING,GNK.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
MCDONALDS,$MCD,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
MOS FOOD SERVICES,8153.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
WHITBREAD,WTB.L,United Kingdom,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
DOUTOR NICHIRES ,3087.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
ARCOS DORADOS ,$ARCO,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
KISOJI,8160.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
AJISEN  ,0538.HK,Hong Kong,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
BRINKER INTERNATIONAL,$EAT,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
CHEESECAKE FACTORY,$CAKE,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
PANERA BREAD,$PNRA,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
DARDEN RESTAURANTS,$DRI,United States,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
COLOWIDE,7616.T,Japan,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
JUBILANT FOODWORKS,JUBI.NS,India,Consumer Services,"Asset Management,Debt,Equities,Investment Banking"
FEDERAL REALTY INVESTMENT TRUST,$FRT,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
NATIONAL RETAIL PROPERTIES,$NNN,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
DDR,$DDR,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
HAMMERSON,HMSO.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
SHAFTESBURY,SHB.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
CALLOWAY REAL ESTATE INVESTMENT TRUST,CWT_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
MACERICH,$MAC,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
HANKYU REIT,8977.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
CORIO,COR.AS,Netherlands,Financials,"Asset Management,Debt,Equities,Investment Banking"
CAPITAL SHOPPING CENTRES ,CSCG.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
REALTY INCOME,$O,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
REGENCY CENTERS,$REG,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
UNIBAIL RODAMCO,UNBP.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
TANGER FACTORY OUTLET CENTERS,$SKT,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
GPT GROUP,GPT.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
WEINGARTEN REALTY INVESTORS,$WRI,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
KIMCO REALTY,$KIM,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
TAUBMAN CENTERS,$TCO,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
WESTFIELD ,WDC.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
WESTFIELD RETAIL TRUST,WRT.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
SIMON PROPERTY ,$SPG,United States,Financials,"Asset Management,Debt,Equities,Investment Banking"
CENTRO RETAIL AUSTRALIA,CRF.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
Japan RETAIL FUND INVESTMENT,8953.T,Japan,Financials,"Asset Management,Debt,Equities,Investment Banking"
EUROCOMMERCIAL PROPERTIES,SIPFc.AS,Netherlands,Financials,"Asset Management,Debt,Equities,Investment Banking"
KIWI INCOME PROPERTY TRUST,KIP.NZ,New Zealand,Financials,"Asset Management,Debt,Equities,Investment Banking"
RIOCAN REAL ESTATE INVESTMENT TRUST,REI_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
KLEPIERRE,LOIM.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
CFS RETAIL PROPERTY TRUST,CFX.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
LINK REAL ESTATE INVESTMENT TRUST,0823.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
CHARTER HALL RETAIL REIT,CQR.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
PRIMARIS RETAIL REIT,PMZ_u.TO,Canada,Financials,"Asset Management,Debt,Equities,Investment Banking"
BRITISH LAND COMPANY,BLND.L,United Kingdom,Financials,"Asset Management,Debt,Equities,Investment Banking"
SUNLIGHT REAL ESTATE INVESTMENT TRUST,0435.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
MERCIALYS,MERY.PA,France,Financials,"Asset Management,Debt,Equities,Investment Banking"
VASTNED RETAIL,VASN.AS,Netherlands,Financials,"Asset Management,Debt,Equities,Investment Banking"
YUEXIU REAL ESTATE INVESTMENT TRUST,0405.HK,Hong Kong,Financials,"Asset Management,Debt,Equities,Investment Banking"
BWP TRUST,BWP.AX,Australia,Financials,"Asset Management,Debt,Equities,Investment Banking"
LSI,$LSI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
RYOYO ELECTRO,8068.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
TRIQUINT SEMICONDUCTOR,$TQNT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
VIA TECHNOLOGIES,2388.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
INTEGRATED DEVICE TECHNOLOGY,$IDTI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
INTEL,$INTC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CABOT MICROELECTRONICS,$CCMP,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
GENESIS PHOTONICS,3383.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
NVIDIA,$NVDA,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
MICRO STAR INTERNATIONAL,2377.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
INTERDIGITAL,$IDCC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
MICROCHIP TECHNOLOGY,$MCHP,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
MICRON TECHNOLOGY,$MU,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TAIWAN SEMICONDUCTOR,2330.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MICROSEMI,$MSCC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TONG HSING ELECTRONIC INDUSTRIES,6271.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ATMEL,$ATML,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
KAGA ELECTRONICS,8154.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
QUALCOMM,$QCOM,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ALTERA,$ALTR,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SOITEC,SOIT.PA,France,Technology,"Asset Management,Debt,Equities,Investment Banking"
INTERSIL,$ISIL,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
VISUAL PHOTONICS EPITAXY,2455.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ELAN MICROELECTRONICS,2458.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MACRONIX INTERNATIONAL,2337.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
INTERNATIONAL RECTIFIER,$IRF,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
GIGABYTE TECHNOLOGY,2376.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SONIX TECHNOLOGY ,5471.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
TA I TECHNOLOGY,2478.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
RAMBUS,$RMBS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
DIALOG SEMICONDUCTOR,DLGS.DE,Germany,Technology,"Asset Management,Debt,Equities,Investment Banking"
TYNTEK,2426.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
LAM RESEARCH,$LRCX,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ZENITRON,3028.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
OMNIVISION TECHNOLOGIES,$OVTI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
REALTEK SEMICONDUCTOR,2379.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ON SEMICONDUCTOR,$ONNN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
WALTON ADVANCED ENGINEERING,8110.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
GLOBAL MIXED MODE ,8081.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ANALOG DEVICES,$ADI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SANDISK,$SNDK,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ADVANCED MICRO DEVICES,$AMD,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
FORMOSA EPITAXY INCORPORATION,3061.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ADVANCED SEMICONDUCTOR ENGINEERING,2311.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SANKEN ELECTRIC,6707.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
FORMOSA ADVANCED TECHNOLOGIES,8131.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
OPTO TECH,2340.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ADVANTEST,6857.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MKS INSTRUMENTS,$MKSI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CREE,$CREE,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TOKYO ELECTRON,8035.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
TOKYO OHKA KOGYO,4186.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ITE,3014.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
TOKYO SEIMITSU,7729.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
CAVIUM,$CAVM,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ORIENT SEMICONDUCTOR ELECTRONICS,2329.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
PMC SIERRA,$PMCS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
MARVELL TECHNOLOGY ,$MRVL,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
RENESAS ELECTRONICS,6723.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SIGURD MICROELECTRONICS,6257.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
EPISTAR,2448.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
WELTREND SEMICONDUCTOR,2436.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ORISE TECHNOLOGY,3545.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SILICON LABORATORIES,$SLAB,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
KING YUAN ELECTRONICS,2449.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SILICONWARE PRECISION INDUSTRIES CO,2325.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MAXIM INTEGRATED PRODUCTS,$MXIM,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
APPLIED MATERIALS,$AMAT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TOPCO SCIENTIFIC,5434.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
GREATEK ELECTRONICS,2441.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
CIRRUS LOGIC,$CRUS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ELITE SEMICONDUCTOR,3006.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
RF MICRO DEVICES,$RFMD,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CYMER,$CYMI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
STMICROELECTRONICS,STM.MI,Italy,Technology,"Asset Management,Debt,Equities,Investment Banking"
CYPRESS SEMICONDUCTOR,$CY,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
KINSUS INTERCONNECT TECHNOLOGY,3189.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
IMAGINATION TECHNOLOGIES,IMG.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
RICHTEK TECHNOLOGY,6286.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
UNITED MICROELECTRONICS,2303.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MOSEL VITELIC,2342.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
KLA TENCOR,$KLAC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
HITACHI HIGH TECHNOLOGIES,8036.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MEDIATEK,2454.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
POWER QUOTIENT INTERNATIONAL,6145.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ARM ,ARM.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
MSTAR SEMICONDUCTOR,3697.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
WINBOND ELECTRONICS,2344.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
AIXTRON,AIXGn.DE,Germany,Technology,"Asset Management,Debt,Equities,Investment Banking"
HITTITE MICROWAVE,$HITT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SUMCO,3436.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SDI,2351.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
DAI ICHI SEIKO,6640.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
CHANG WAH ELECTROMATERIALS,8070.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
LINEAR TECHNOLOGY,$LLTC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
LINGSEN PRECISION INDUSTRIES,2369.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SILICON INTEGRATED SYSTEMS,2363.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MEGACHIPS,6875.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SITRONIX TECHNOLOGY,8016.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
GTM,1437.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
PAN JIT INTERNATIONAL,2481.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
LITE ON SEMICONDUCTOR,5305.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
GLOBAL UNICHIP,3443.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
BROADCOM,$BRCM,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
DAINIPPON SCREEN MANUFACTURING,7735.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
MELEXIS,MLXS.BR,Belgium,Technology,"Asset Management,Debt,Equities,Investment Banking"
MEMC ELECTRONIC MATERIALS,$WFR,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
PROMATE ELECTRONIC,6189.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
INFINEON TECHNOLOGIES,IFXGn.DE,Germany,Technology,"Asset Management,Debt,Equities,Investment Banking"
TRANSCEND INFORMATION,2451.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
INFINERA,$INFN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
FAIRCHILD SEMICONDUCTOR ,$FCS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
HOLTEK SEMICONDUCTOR,6202.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
WPG ,3702.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SUNPLUS TECHNOLOGY,2401.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
TERADYNE,$TER,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ASM INTERNATIONAL,ASMI.AS,Netherlands,Technology,"Asset Management,Debt,Equities,Investment Banking"
WT MICROELECTRONICS,3036.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ALI,3041.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
ASM PACIFIC TECHNOLOGY,0522.HK,Hong Kong,Technology,"Asset Management,Debt,Equities,Investment Banking"
SKYWORKS SOLUTIONS,$SWKS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ASML ,ASML.AS,Netherlands,Technology,"Asset Management,Debt,Equities,Investment Banking"
ASROCK,3515.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
NOVATEK MICROELECTRONICS,3034.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
SEMTECH,$SMTC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TESSERA TECHNOLOGIES,$TSRA,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
NOVELLUS SYSTEMS,$NVLS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TEST RESEARCH,3030.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
FARADAY TECHNOLOGY,3035.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
XILINX,$XLNX,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SUPREME ELECTRONICS,8112.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
PTI,6239.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
TEXAS INSTRUMENTS,$TXN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
NANYA TECHNOLOGY,2408.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
INOTERA MEMORIES,3474.TW,Taiwan,Technology,"Asset Management,Debt,Equities,Investment Banking"
RYOSAN,8140.T,Japan,Technology,"Asset Management,Debt,Equities,Investment Banking"
CHINA HUIYUAN JUICE ,1886.HK,Hong Kong,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
PEPSICO,$PEP,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
KAGOME ,2811.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
VITASOY INTERNATIONAL ,0345.HK,Hong Kong,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TIBET 5100 WATER RESOURCES ,1115.HK,Hong Kong,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
COTT,COT,Canada,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TAIWAN TEA,2913.TW,Taiwan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
KEY COFFEE,2594.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
UNI PRESIDENT CHINA ,0220.HK,Hong Kong,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
ITO EN,2593.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
HEY SONG,1234.TW,Taiwan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
MONSTER BEVERAGE,$MNST,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
DR PEPPER SNAPPLE,$DPS,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
DYDO DRINCO,2590.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
BRITVIC,BVIC.L,United Kingdom,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
TEN REN TEA,1233.TW,Taiwan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
COCA COLA AMATIL,CCL.AX,Australia,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
COCA COLA CENTRAL Japan,2580.T,Japan,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
COCA COLA,$KO,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
COCA COLA ENTERPRISES,$CCE,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
ALLSCRIPTS HEALTHCARE SOLUTIONS,$MDRX,United States,Consumer Goods,"Asset Management,Debt,Equities,Investment Banking"
NUANCE COMMUNICATIONS,$NUAN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CA,$CA,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
COMMVAULT SYSTEMS,$CVLT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
ATHENAHEALTH,$ATHN,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
MICRO FOCUS INTERNATIONAL,MCRO.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
CADENCE DESIGN SYSTEMS,$CDNS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
MICROSOFT,$MSFT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
COMPUWARE,$CPWR,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
QLIK TECHNOLOGIES,$QLIK,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SXC HEALTH SOLUTIONS,$SXCI,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
FIDESSA ,FDSA.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
SOFTWARE,SOWG.DE,Germany,Technology,"Asset Management,Debt,Equities,Investment Banking"
SYMANTEC,$SYMC,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CONCUR TECHNOLOGIES,$CNQR,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
QUALITY SYSTEMS,$QSII,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SAGE GROUP,SGE.L,United Kingdom,Technology,"Asset Management,Debt,Equities,Investment Banking"
SOLERA ,$SLH,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
QUEST SOFTWARE,$QSFT,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SYNOPSYS,$SNPS,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
CONSTELLATION SOFTWARE,CSU.TO,Canada,Technology,"Asset Management,Debt,Equities,Investment Banking"
VMWARE,$VMW,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
AMDOCS,$DOX,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
TIBCO SOFTWARE,$TIBX,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
SALESFORCE.COM,$CRM,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
INTUIT,$INTU,United States,Technology,"Asset Management,Debt,Equities,Investment Banking"
